iter,fct,gradient
1000,1000,1000
1000,1000,1000
1000,1000,1000
1000,1000,1000
1000,1000,1000
1000,1000,1000
1000,1000,1000
1000,1000,1000
1000,1000,1000
1000,1000,1000
